FID,barcode,dwg_desig,type,light_type,capitol_ar,location_d,luminaire_,bulb_qty,watts,luminaire1,luminair_1,luminair_2,pole_color,height_ft,luminair_3,equipment_,Latitude,Longitude,pepco_no,inst_date,prev_paint,next_paint,maint_by,ToStatePla,to_Zone,Y,X
0,1.000000000000000,1.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITONL BUILDING GROUNDS WALKWAY NEAR FIRST ST NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891551999999997,-77.006276000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135967.524999999990000,399455.531000000020000
1,2.000000000000000,2.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITONL BUILDING GROUNDS WALKWAY NEAR FIRST ST NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891401999999999,-77.006456999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135950.875000000000000,399439.826999999990000
2,3.000000000000000,3.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891531000000001,-77.006645000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135965.196000000000000,399423.518999999970000
3,4.000000000000000,5.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891795999999999,-77.006572000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135994.613000000010000,399429.853999999990000
4,5.000000000000000,6.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891421000000001,-77.007070999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135952.988000000010000,399386.560000000000000
5,6.000000000000000,8.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891519000000002,-77.007446999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135963.870000000000000,399353.941999999980000
6,7.000000000000000,9.000000000000000,0.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NE, ,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000, ,NONE,38.891857000000002,-77.005054000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,136001.375999999990000,399561.547000000020000
7,8.000000000000000,10.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,15.000000000000000,GREEN,NONE,38.891545000000001,-77.008161000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135966.761000000000000,399291.999000000010000
8,9.000000000000000,11.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891365999999998,-77.008144999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135946.890000000010000,399293.386000000000000
9,10.000000000000000,12.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING GROUNDS WALKWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891351999999998,-77.007729999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135945.333000000010000,399329.389000000020000
10,11.000000000000000,14.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL BUILDING ENTRANCE DRIVEWAY - CONSTITUTION AVE NE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.891112999999997,-77.008049999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135918.804999999990000,399301.625000000000000
11,12.000000000000000,45.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888159000000002,-77.006529000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135590.877000000010000,399433.554999999990000
12,13.000000000000000,46.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.887886999999999,-77.006732000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135560.684000000010000,399415.940999999990000
13,14.000000000000000,47.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888218999999999,-77.007113000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135597.541000000000000,399382.889000000020000
14,15.000000000000000,48.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888292000000000,-77.007734999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135605.649000000000000,399328.925999999980000
15,16.000000000000000,57.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888565000000000,-77.008111999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135635.956999999990000,399296.221000000020000
16,17.000000000000000,58.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,15.000000000000000,GREEN,NONE,38.888297999999999,-77.008245000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135606.318999999990000,399284.679999999990000
17,18.000000000000000,59.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,15.000000000000000,GREEN,NONE,38.888164000000003,-77.008195000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135591.443999999990000,399289.016000000000000
18,19.000000000000000,60.000000000000000,14.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,NONE,38.887715000000000,-77.007952000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135541.598999999990000,399310.093999999980000
19,20.000000000000000,61.000000000000000,14.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SE,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,NONE,38.887946999999997,-77.008139999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135567.355000000010000,399293.786000000020000
20,21.000000000000000,62.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M102/U,POLE, ,15.000000000000000,GREEN,NONE,38.888066999999999,-77.008497000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135580.678000000010000,399262.814000000010000
21,22.000000000000000,63.000000000000000,14.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,NONE,38.887920000000001,-77.008459999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135564.359999999990000,399266.022999999990000
22,23.000000000000000,64.000000000000000,14.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,NONE,38.887726000000001,-77.008859999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135542.828000000010000,399231.316999999980000
23,24.000000000000000,65.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.887852000000002,-77.008698999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135556.812999999990000,399245.287000000010000
24,25.000000000000000,66.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,SIGN,38.888190999999999,-77.008695000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135594.445000000010000,399245.636999999990000
25,26.000000000000000,67.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888139000000002,-77.009106000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135588.676000000010000,399209.978999999990000
26,27.000000000000000,68.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.887878999999998,-77.009071000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135559.814000000010000,399213.012999999980000
27,28.000000000000000,69.000000000000000,14.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,NONE,38.887701000000000,-77.009155000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135540.054999999990000,399205.723000000000000
28,29.000000000000000,70.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888058999999998,-77.009912000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135579.803000000010000,399140.050999999980000
29,30.000000000000000,71.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.887728000000003,-77.009986999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135543.060000000000000,399133.539999999980000
30,31.000000000000000,72.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.887751000000002,-77.010716000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135545.620000000000000,399070.293000000010000
31,32.000000000000000,73.000000000000000,14.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,NONE,38.887886999999999,-77.011083999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135560.720999999990000,399038.368000000020000
32,33.000000000000000,74.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888285000000003,-77.010527999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135604.897000000000000,399086.610999999980000
33,34.000000000000000,75.000000000000000,14.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,8.000000000000000,BRONZE,NONE,38.887813999999999,-77.010810000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135552.614999999990000,399062.139000000020000
34,35.000000000000000,76.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.887937000000001,-77.011210000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135566.272999999990000,399027.436999999980000
35,36.000000000000000,79.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.887946999999997,-77.012033000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135567.391999999990000,398956.034999999970000
36,37.000000000000000,80.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.887864000000000,-77.011673999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135558.174000000000000,398987.179999999990000
37,38.000000000000000,81.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - FIRST ST SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888100000000001,-77.011583000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135584.371000000010000,398995.077999999980000
38,39.000000000000000,82.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888106000000001,-77.010963000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135585.030999999990000,399048.869000000010000
39,40.000000000000000,83.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888427000000000,-77.011375999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135620.668000000010000,399013.042000000020000
40,41.000000000000000,84.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888503000000000,-77.010952000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135629.101000000000000,399049.827999999980000
41,42.000000000000000,85.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.888938000000003,-77.010467000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135677.383999999990000,399091.911000000020000
42,43.000000000000000,86.000000000000000,1.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,CAPITOL GROUNDS WALKWAY  - INDEPENDENCE AVE SW,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,POLE, ,10.000000000000000,GREEN,NONE,38.889130000000002,-77.010469000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135698.698000000000000,399091.739999999990000
43,44.000000000000000,87.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT.,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,COLUMN POLE, ,8.000000000000000,BLACK,NONE,38.889350999999998,-77.010389000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135723.228999999990000,399098.684000000010000
44,45.000000000000000,88.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT.,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,COLUMN POLE, ,10.000000000000000,BLACK,NONE,38.889352000000002,-77.010294999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135723.340000000000000,399106.838999999980000
45,46.000000000000000,89.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT.,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,COLUMN POLE, ,8.000000000000000,BLACK,NONE,38.889425000000003,-77.010519000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135731.445000000010000,399087.406000000020000
46,47.000000000000000,90.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT.,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,COLUMN POLE, ,8.000000000000000,BLACK,NONE,38.889532000000003,-77.010569000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135743.323999999990000,399083.070000000010000
47,48.000000000000000,91.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.889418999999997,-77.011050999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135730.785000000000000,399041.250999999990000
48,49.000000000000000,92.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.889290000000003,-77.011000999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135716.464000000010000,399045.587999999990000
49,50.000000000000000,93.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90 MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.889293000000002,-77.011461999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135716.802000000000000,399005.592999999990000
50,51.000000000000000,94.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.889181999999998,-77.011415000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135704.480000000010000,399009.668999999990000
51,52.000000000000000,95.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,0.000000000000000,BLACK,NONE,38.890346000000001,-77.011458000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135833.693000000000000,399005.954000000030000
52,53.000000000000000,96.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.890450000000001,-77.011430000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135845.238000000010000,399008.385000000010000
53,54.000000000000000,97.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.890337000000002,-77.011031000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135832.690000000000000,399042.999000000010000
54,55.000000000000000,98.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.890233000000002,-77.011070000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135821.144999999990000,399039.614000000000000
55,56.000000000000000,99.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT.,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,COLUMN POLE, ,8.000000000000000,BLACK,NONE,38.890194999999999,-77.010526999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135816.921000000000000,399086.722000000010000
56,57.000000000000000,100.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT.,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M100R MVR100/U/MED,COLUMN POLE, ,10.000000000000000,BLACK,NONE,38.890093000000000,-77.010581999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135805.598999999990000,399081.949000000020000
57,58.000000000000000,101.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.889529000000003,-77.010390000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135742.989000000000000,399098.598999999990000
58,59.000000000000000,102.000000000000000,10.000000000000000,HISTORICAL CUSTOM ACORN STYLE POST TOP MOUNTED STREET LIGHT. IRON RAILING BUILT INTO HAND RAIL,Capitol Hill,CAPITOL GROUNDS WALKWAY TO MAIN ENTRANCE STEPS,ACORN,1.000000000000000,100.000000000000000,METAL HALIDE,M90R MP100/U/MED,IRON RAILING, ,10.000000000000000,BLACK,NONE,38.889718000000002,-77.010440000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135763.970000000000000,399094.264000000020000
