FID,barcode,dwg_desig,type,light_type,capitol_ar,location_d,luminaire_,bulb_qty,watts,luminaire1,luminair_1,luminair_2,pole_color,height_ft,luminair_3,equipment_,Latitude,Longitude,pepco_no,inst_date,prev_paint,next_paint,maint_by,ToStatePla,to_Zone,Y,X
555,556.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,15.000000000000000,BLACK,SIGN,38.887261000000002,-77.008979999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135491.209999999990000,399220.901000000010000
556,557.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,15.000000000000000,BLACK,NONE,38.887435000000004,-77.008977999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135510.526000000010000,399221.076000000000000
557,558.000000000000000,0.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED LIGHT ON SHORT DECORATIVE POLE ON COLUMN,House,LONGWORTH BUILDING -  INDEPENDENCE AVE S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,SHORT POLE, ,10.000000000000000,BLACK,NONE,38.887521999999997,-77.008645999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135520.179999999990000,399249.880999999990000
558,559.000000000000000,0.000000000000000,15.000000000000000,ACORN STYLE POST TOP MOUNTED LIGHT ON SHORT DECORATIVE POLE ON COLUMN,House,LONGWORTH BUILDING -  INDEPENDENCE AVE S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,SHORT POLE, ,10.000000000000000,BLACK,NONE,38.887523999999999,-77.008529999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135520.402000000000000,399259.945000000010000
559,560.000000000000000,0.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - NEW JERSEY AVE S.E. AND INDEPENDENCE AVE S.E.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,20.000000000000000,BLACK,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL, SIGN",38.887509000000001,-77.008320999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135518.734999999990000,399278.077999999980000
560,561.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,15.000000000000000,BLACK,NONE,38.887042999999998,-77.008061999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135467.003000000000000,399300.543999999990000
561,562.000000000000000,0.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - NEW JERSEY AVE S.E.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,20.000000000000000,BLACK,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL",38.887470000000000,-77.008217000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135514.405000000000000,399287.101000000020000
562,563.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,15.000000000000000,BLACK,NONE,38.886395999999998,-77.007828000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135395.179000000000000,399320.840000000030000
563,564.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,15.000000000000000,LIGHT GREY,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL",38.886130000000001,-77.008981000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135365.660000000000000,399220.802000000030000
564,565.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,15.000000000000000,BLACK,SIGN,38.886240999999998,-77.008981000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135377.981999999990000,399220.803000000010000
565,566.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,15.000000000000000,BLACK,SIGN,38.886536000000000,-77.008989000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135410.730000000010000,399220.112000000020000
566,567.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,M150 C/L M59,POLE, ,15.000000000000000,BLACK,SIGN,38.886758999999998,-77.008982000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135435.484000000000000,399220.722000000010000
567,568.000000000000000,0.000000000000000,0.000000000000000,SURFACE MOUNTED ACRYLIC CANOPY LIGHTS,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACRYLIC CANOPY LIGHT,2.000000000000000,75.000000000000000,INCANDESCENT,A-49,CEILING - CANOPY, ,10.000000000000000,ACRYLIC,N/A,38.886696000000001,-77.008882000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135428.489999999990000,399229.397000000000000
568,569.000000000000000,0.000000000000000,0.000000000000000,SURFACE MOUNTED ACRYLIC CANOPY LIGHTS,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACRYLIC CANOPY LIGHT,2.000000000000000,75.000000000000000,INCANDESCENT,A-49,CEILING - CANOPY, ,10.000000000000000,ACRYLIC,N/A,38.886797999999999,-77.008880000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135439.812999999990000,399229.571999999990000
569,570.000000000000000,0.000000000000000,0.000000000000000,SURFACE MOUNTED ACRYLIC CANOPY LIGHTS,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACRYLIC CANOPY LIGHT,2.000000000000000,75.000000000000000,INCANDESCENT,A-49,CEILING - CANOPY, ,10.000000000000000,ACRYLIC,N/A,38.886890999999999,-77.008878999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135450.136999999990000,399229.659999999970000
570,571.000000000000000,0.000000000000000,0.000000000000000,SURFACE MOUNTED ACRYLIC CANOPY LIGHTS,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACRYLIC CANOPY LIGHT,2.000000000000000,75.000000000000000,INCANDESCENT,A-49,CEILING - CANOPY, ,10.000000000000000,ACRYLIC,N/A,38.886685000000000,-77.008917999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135427.269000000000000,399226.273999999980000
571,572.000000000000000,0.000000000000000,0.000000000000000,SURFACE MOUNTED ACRYLIC CANOPY LIGHTS,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACRYLIC CANOPY LIGHT,2.000000000000000,75.000000000000000,INCANDESCENT,A-49,CEILING - CANOPY, ,10.000000000000000,ACRYLIC,N/A,38.886794999999999,-77.008916999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135439.480000000010000,399226.362000000020000
572,573.000000000000000,0.000000000000000,0.000000000000000,SURFACE MOUNTED ACRYLIC CANOPY LIGHTS,House,LONGWORTH BUILDING - SOUTH CAPITOL ST,ACRYLIC CANOPY LIGHT,2.000000000000000,75.000000000000000,INCANDESCENT,A-49,CEILING - CANOPY, ,10.000000000000000,ACRYLIC,N/A,38.886859999999999,-77.008922999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135446.696000000000000,399225.842000000000000
573,574.000000000000000,0.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - SOUTH CAPITOL ST. AND INDEPENDENCE AVE S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL, CAMERAS",38.887529000000001,-77.009197000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135520.962000000000000,399202.076999999990000
574,575.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - SOUTH CAPITOL ST.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 M59,POLE, ,15.000000000000000,BLACK,NONE,38.887430999999999,-77.009136999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135510.083000000010000,399207.282000000010000
575,576.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - SOUTH CAPITOL ST.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,BLACK,SIGN,38.887034999999997,-77.009137999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135466.124000000010000,399207.190999999990000
576,577.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - SOUTH CAPITOL ST.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,BLACK,SIGN,38.886878000000003,-77.009142999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135448.696000000000000,399206.755000000000000
577,578.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886674999999997,-77.009200000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135426.162000000010000,399201.806999999970000
578,579.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886878000000003,-77.009331000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135448.696999999990000,399190.444000000020000
579,580.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886881000000002,-77.009463999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135449.032000000010000,399178.905000000030000
580,581.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886879999999998,-77.009592999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135448.921999999990000,399167.712999999990000
581,582.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886833000000003,-77.009692999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135443.704999999990000,399159.037000000010000
582,583.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.887033000000002,-77.009429999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135465.904000000010000,399181.857000000020000
583,584.000000000000000,0.000000000000000,13.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - SOUTH CAPITOL ST.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,BLACK,SIGN,38.886681000000003,-77.009139000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135426.826999999990000,399207.099999999980000
584,585.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886668999999998,-77.009200000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135425.496000000010000,399201.806999999970000
585,586.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886674999999997,-77.009326000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135426.163000000000000,399190.875999999990000
586,587.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886670000000002,-77.009467000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135425.609000000000000,399178.641999999990000
587,588.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886670000000002,-77.009594000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135425.609999999990000,399167.624000000010000
588,589.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886723000000003,-77.009693999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135431.494000000010000,399158.949000000020000
589,590.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,"RAYBURN BUILDING - DRIVEWAY, SOUTH CAPITOL ST.",TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.886529000000003,-77.009422000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135409.956000000010000,399182.544999999980000
590,591.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - SOUTH CAPITOL ST.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,BLACK,SIGN,38.886516999999998,-77.009137999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135408.622000000000000,399207.185000000000000
591,592.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - SOUTH CAPITOL ST.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.886367999999997,-77.009139000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135392.081999999990000,399207.096000000020000
592,593.000000000000000,0.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W. AND SOUTH CAPITOL ST.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL",38.886133999999998,-77.009141999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135366.106000000000000,399206.832999999980000
593,594.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.886093000000002,-77.009333999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135361.556000000010000,399190.174999999990000
594,595.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.886093000000002,-77.009699999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135361.560000000000000,399158.420999999970000
595,596.000000000000000,0.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING -  INDEPENDENCE AVE S.W. AND FIRST ST S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,"TRAFFIC SIGNAL, CAMERAS, SIGN",38.887489000000002,-77.012028999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135516.549999999990000,398956.375000000000000
596,597.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.886094999999997,-77.010000000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135361.784000000010000,399132.391999999990000
597,598.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.886091999999998,-77.010247000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135361.454000000000000,399110.962000000000000
598,599.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.886093000000002,-77.010829000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135361.571000000000000,399060.467999999990000
599,600.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.886094999999997,-77.011391000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135361.799000000000000,399011.707999999980000
600,601.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.886094999999997,-77.011039999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135361.795000000010000,399042.161000000020000
601,602.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.886096999999999,-77.011736999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135362.024000000000000,398981.689000000010000
602,603.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - WASHINGTON AVE S.W. AND C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,BLACK,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL",38.886113999999999,-77.011893999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135363.913000000000000,398968.068000000030000
603,604.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - WASHINGTON AVE S.W. AND C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,BLACK,TRAFFIC SIGNAL,38.886119999999998,-77.011989000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135364.579999999990000,398959.826000000000000
604,605.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - FIRST ST. S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.886285999999998,-77.012084000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135383.008999999990000,398951.586000000010000
605,606.000000000000000,0.000000000000000,0.000000000000000,POLE,House,RAYBURN BUILDING - FIRST ST. S.W., ,0.000000000000000,0.000000000000000, , ,POLE, ,0.000000000000000,BLACK,NONE,38.886648000000001,-77.012084000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135423.193999999990000,398951.591000000010000
606,607.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - FIRST ST. S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.886901000000002,-77.012084000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135451.279000000010000,398951.594999999970000
607,608.000000000000000,0.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING - FIRST ST. S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.887165000000003,-77.012084000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135480.584999999990000,398951.598999999990000
608,609.000000000000000,0.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING -  INDEPENDENCE AVE S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,SIGN,38.887521000000000,-77.010858999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135520.090000000000000,399057.884000000020000
609,610.000000000000000,0.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING -  INDEPENDENCE AVE S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,SIGNS,38.887524999999997,-77.010633999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135520.532000000010000,399077.403999999980000
610,611.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING -  INDEPENDENCE AVE S.W.,TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.887334000000003,-77.010676000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135499.329999999990000,399073.757999999970000
611,612.000000000000000,0.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING -  INDEPENDENCE AVE S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,CAMERA,38.887523000000002,-77.010471999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135520.307999999990000,399091.458999999970000
612,613.000000000000000,0.000000000000000,13.000000000000000,TOP HAT STYLE POST TOP MOUNTED STREET LIGHT,House,RAYBURN BUILDING -  INDEPENDENCE AVE S.W.,TOP HAT,1.000000000000000,175.000000000000000,METAL HALIDE,SYLVANIA MERCURY H39,POLE, ,10.000000000000000,SILVER - METAL FINISH,NONE,38.887343999999999,-77.010411000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135500.437000000010000,399096.749000000010000
613,614.000000000000000,1.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Senate,SENATE PARKING LOT 11 - NORTH CAPITOL ST,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,M250 M58,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.896168000000003,-77.008308000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,136479.951999999990000,399279.293000000010000
614,615.000000000000000,1.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Senate,SENATE PARKING LOT 12 - NORTH CAPITOL ST,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,M250 M58,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.896470000000001,-77.008863000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,136513.481000000000000,399231.151000000010000
615,616.000000000000000,1.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Senate,SENATE PARKING LOT 16,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,M58,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.894953000000001,-77.005636999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,136345.059000000010000,399510.989999999990000
616,617.000000000000000,2.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Senate,SENATE PARKING LOT 11 - NORTH CAPITOL ST,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,M250 M58,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.896081000000002,-77.008443999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,136470.295000000010000,399267.495000000000000
